name,Year,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Round Number
70th Anniversary Grand Prix,2020,25.287068965517243,58.55603448275862,1000.9508620689655,0.0,43.22758620689655,71.93103448275862,2.236206896551724,4.0
Abu Dhabi Grand Prix,2018,31.273722627737225,45.43795620437956,1013.1116788321167,0.043795620437956206,33.31824817518248,241.17518248175182,2.1635036496350364,21.0
Abu Dhabi Grand Prix,2019,26.018045112781955,64.47142857142858,1015.3834586466165,0.0,29.566165413533835,221.09774436090225,1.2646616541353382,21.0
Abu Dhabi Grand Prix,2020,23.12148148148148,55.446666666666665,1015.8474074074073,0.0,27.98,258.24444444444447,2.5044444444444447,17.0
Abu Dhabi Grand Prix,2022,28.57548387096774,61.68387096774194,1013.5206451612904,0.0,34.31032258064516,290.7935483870968,2.6083870967741936,22.0
Abu Dhabi Grand Prix,2023,26.96282051282051,51.0,1014.9275641025641,0.0,33.46089743589744,284.93589743589746,1.794871794871795,22.0
Australian Grand Prix,2018,24.077477477477476,30.915315315315315,997.0036036036036,0.04504504504504504,36.32432432432432,294.1261261261261,3.691891891891892,1.0
Australian Grand Prix,2019,23.477868852459018,70.45327868852459,1015.3344262295083,0.0,41.31311475409836,155.327868852459,1.166393442622951,1.0
Australian Grand Prix,2022,26.6974358974359,43.65384615384615,1014.2461538461538,0.0,37.40833333333333,272.8397435897436,1.8128205128205128,3.0
Australian Grand Prix,2023,17.449549549549552,54.15765765765766,1018.3666666666667,0.0,30.13963963963964,138.07207207207207,1.127027027027027,3.0
Australian Grand Prix,2024,20.62222222222222,44.451388888888886,1020.6013888888889,0.0,38.40208333333333,154.78472222222223,0.9534722222222223,3.0
Austrian Grand Prix,2018,23.176086956521736,37.141304347826086,936.1097826086957,0.0,45.87934782608695,60.141304347826086,2.484782608695652,9.0
Austrian Grand Prix,2019,34.44406779661017,17.965254237288136,940.8889830508474,0.0,50.744067796610175,188.85593220338984,1.2254237288135592,9.0
Austrian Grand Prix,2022,20.255921052631578,35.13815789473684,939.7125,0.0,30.74671052631579,165.43421052631578,1.2552631578947369,11.0
Austrian Grand Prix,2023,22.398039215686275,52.04575163398693,934.0156862745098,0.0196078431372549,32.05424836601307,124.56209150326798,1.0973856209150328,9.0
Austrian Grand Prix,2024,29.425874125874124,35.00699300699301,932.862937062937,0.006993006993006993,46.42097902097902,235.51048951048952,1.667832167832168,11.0
Azerbaijan Grand Prix,2018,16.66140350877193,45.651754385964914,1021.9131578947369,0.0,25.25175438596491,123.78947368421052,2.2228070175438597,4.0
Azerbaijan Grand Prix,2019,19.76356589147287,51.40852713178295,1013.7751937984497,0.0,39.65426356589147,167.48062015503876,1.2496124031007751,4.0
Azerbaijan Grand Prix,2021,24.17093023255814,55.80523255813954,1014.7308139534885,0.0,38.31453488372093,180.1860465116279,0.2837209302325581,6.0
Azerbaijan Grand Prix,2022,25.435403726708074,59.49068322981366,1009.9012422360249,0.0,47.14968944099379,266.2919254658385,1.529192546583851,8.0
Azerbaijan Grand Prix,2023,24.860625,49.225,1008.64625,0.0,41.21,125.6875,1.0831250000000001,4.0
Bahrain Grand Prix,2018,27.982524271844657,47.363106796116504,1009.4941747572815,0.0,32.19805825242719,167.40776699029126,0.958252427184466,2.0
Bahrain Grand Prix,2019,26.210852713178294,53.372093023255815,1003.4372093023255,0.0,28.610852713178296,60.72093023255814,2.7108527131782947,2.0
Bahrain Grand Prix,2021,20.538345864661654,54.51729323308271,1014.9105263157895,0.0,27.627819548872182,63.88721804511278,0.8872180451127819,1.0
Bahrain Grand Prix,2022,23.617791411042944,29.49079754601227,1010.3858895705521,0.0,28.61042944785276,124.42944785276073,0.3049079754601227,1.0
Bahrain Grand Prix,2023,27.43167701863354,21.496894409937887,1016.8639751552795,0.0,31.01180124223602,177.1304347826087,0.6832298136645962,1.0
Bahrain Grand Prix,2024,18.227388535031846,48.82165605095541,1017.1859872611466,0.0,23.65286624203822,89.79617834394904,0.7859872611464969,1.0
Belgian Grand Prix,2018,17.327358490566038,37.700943396226414,966.9103773584906,0.0,27.89811320754717,161.88679245283018,2.039622641509434,13.0
Belgian Grand Prix,2019,17.4,57.03,968.2574999999999,0.0,28.11916666666667,154.29166666666666,2.0358333333333336,13.0
Belgian Grand Prix,2020,18.568595041322315,54.85289256198347,962.4297520661157,0.0,29.823966942148758,251.0082644628099,1.4652892561983473,7.0
Belgian Grand Prix,2021,13.012413793103448,96.43586206896552,970.221724137931,0.8413793103448276,15.258620689655173,295.1413793103448,0.5113793103448276,12.0
Belgian Grand Prix,2022,21.78717948717949,40.51923076923077,971.0519230769231,0.0,36.08397435897436,257.1474358974359,1.5192307692307692,14.0
Belgian Grand Prix,2023,17.873333333333335,61.92666666666667,966.6273333333334,0.07333333333333333,28.24066666666667,130.04666666666665,1.5946666666666667,12.0
Brazilian Grand Prix,2018,23.769599999999997,75.4128,923.9295999999999,0.0,40.0688,158.16,2.1872,20.0
Brazilian Grand Prix,2019,21.01679389312977,60.289312977099236,924.7916030534351,0.0,46.45343511450381,149.05343511450383,1.2877862595419847,20.0
British Grand Prix,2018,27.431632653061225,38.73979591836735,1008.304081632653,0.0,52.16938775510204,109.53061224489795,1.4612244897959183,10.0
British Grand Prix,2019,18.905084745762714,62.13559322033898,1006.3330508474577,0.0,30.322033898305083,64.38983050847457,2.011864406779661,10.0
British Grand Prix,2021,29.400000000000002,37.202173913043474,1007.2461956521738,0.0,50.93152173913043,172.6086956521739,0.3179347826086957,10.0
British Grand Prix,2022,18.25320197044335,59.748768472906406,1002.3581280788178,0.04433497536945813,30.026108374384236,160.49261083743843,1.4561576354679804,10.0
British Grand Prix,2023,21.473509933774835,56.18543046357616,1001.2258278145696,0.0,30.94105960264901,205.39735099337747,3.023841059602649,10.0
Canadian Grand Prix,2018,20.52358490566038,27.82547169811321,1017.5150943396227,0.0,36.949056603773585,144.80188679245282,2.4716981132075473,7.0
Canadian Grand Prix,2019,29.36825396825397,16.147619047619045,1022.1111111111111,0.0,51.098412698412695,224.3095238095238,1.3087301587301587,7.0
Canadian Grand Prix,2022,20.762962962962963,28.925925925925927,1012.4012345679013,0.0,41.26111111111111,141.24074074074073,3.552469135802469,9.0
Canadian Grand Prix,2023,18.530246913580246,63.901234567901234,1011.5524691358024,0.0,30.593209876543213,314.1296296296296,1.9419753086419755,8.0
Canadian Grand Prix,2024,17.797345132743363,73.38053097345133,996.1973451327434,0.2743362831858407,24.56991150442478,158.1504424778761,1.1699115044247788,9.0
Chinese Grand Prix,2018,19.446428571428573,24.089285714285715,1018.13125,0.017857142857142856,37.019642857142856,127.39285714285714,1.8375000000000001,3.0
Chinese Grand Prix,2019,19.32992125984252,45.98110236220473,1019.2181102362205,0.0,27.33700787401575,93.80314960629921,3.3157480314960632,3.0
Chinese Grand Prix,2024,18.63939393939394,66.06060606060606,1011.4521212121213,0.0,29.792727272727273,147.55151515151516,1.68,5.0
Dutch Grand Prix,2021,21.504430379746836,54.108227848101265,1021.5056962025316,0.0,36.10569620253165,95.9367088607595,0.44240506329113927,13.0
Dutch Grand Prix,2022,22.73006134969325,75.38036809815951,1017.1098159509202,0.0,33.44601226993865,138.34969325153375,1.061963190184049,15.0
Dutch Grand Prix,2023,16.791866028708135,70.77511961722487,1007.8244019138756,0.22966507177033493,24.94114832535885,173.23923444976077,2.8215311004784693,13.0
Eifel Grand Prix,2020,9.5,59.40408163265307,947.3591836734694,0.02040816326530612,16.360204081632652,89.92857142857143,1.6173469387755102,11.0
Emilia Romagna Grand Prix,2020,18.0304,71.13680000000001,1017.892,0.0,23.2608,89.896,1.3416,13.0
Emilia Romagna Grand Prix,2021,10.621118012422361,69.4888198757764,1011.2527950310559,0.40993788819875776,16.827329192546582,163.0310559006211,0.4788819875776397,2.0
Emilia Romagna Grand Prix,2022,12.899367088607594,83.17088607594937,1001.0386075949367,0.0,17.41898734177215,87.80379746835443,1.4822784810126581,4.0
Emilia Romagna Grand Prix,2024,25.113986013986015,48.42657342657343,1006.6342657342658,0.0,42.023776223776224,135.979020979021,2.141258741258741,7.0
French Grand Prix,2018,24.546078431372546,49.049019607843135,966.2598039215686,0.00980392156862745,42.03333333333333,118.40196078431373,1.815686274509804,8.0
French Grand Prix,2019,26.894214876033057,39.09090909090909,966.7239669421488,0.0,54.525619834710746,97.66115702479338,1.6785123966942148,8.0
French Grand Prix,2021,25.314400000000003,58.6304,960.6376,0.0,35.2288,119.464,1.1656,7.0
French Grand Prix,2022,30.16484375,47.734375,967.9078125,0.0,54.46171875,118.1484375,1.94609375,12.0
German Grand Prix,2018,26.40192307692308,54.80769230769231,1001.4000000000001,0.25961538461538464,40.66826923076923,190.84615384615384,2.0086538461538463,11.0
German Grand Prix,2019,21.503401360544217,87.83061224489796,991.6278911564625,0.9659863945578231,26.441496598639457,185.4625850340136,1.006122448979592,11.0
Hungarian Grand Prix,2018,33.75887850467289,33.006542056074764,983.5271028037382,0.0,51.089719626168225,201.09345794392524,1.1429906542056074,12.0
Hungarian Grand Prix,2019,25.66,33.893076923076926,986.4846153846154,0.0,44.096923076923076,192.77692307692308,1.1938461538461538,12.0
Hungarian Grand Prix,2020,20.74179104477612,77.19253731343284,986.3149253731344,0.014925373134328358,27.12985074626866,105.61194029850746,1.5597014925373134,3.0
Hungarian Grand Prix,2021,27.22670157068063,68.61570680628273,977.630890052356,0.3036649214659686,37.822513089005234,104.59162303664921,0.5675392670157068,11.0
Hungarian Grand Prix,2022,18.559880239520957,69.31736526946108,985.5814371257485,0.2754491017964072,26.720958083832333,285.23353293413174,4.0341317365269465,13.0
Hungarian Grand Prix,2023,28.808536585365857,32.80487804878049,988.4018292682927,0.0,48.579268292682926,174.53658536585365,1.4408536585365854,11.0
Italian Grand Prix,2018,22.189898989898992,63.8070707070707,995.2191919191919,0.23232323232323232,30.822222222222223,185.5252525252525,2.1242424242424245,14.0
Italian Grand Prix,2019,21.0972972972973,51.574774774774774,989.2405405405406,0.0,33.04054054054054,221.07207207207207,1.5666666666666667,14.0
Italian Grand Prix,2020,28.09090909090909,40.12447552447553,990.7804195804197,0.0,41.2013986013986,180.78321678321677,1.520979020979021,8.0
Italian Grand Prix,2021,28.885234899328857,33.2758389261745,994.4879194630873,0.0,43.52751677852349,188.64429530201343,0.3429530201342282,14.0
Italian Grand Prix,2022,27.73469387755102,33.14965986394558,993.3401360544218,0.0,43.13877551020408,177.69387755102042,1.3612244897959183,16.0
Italian Grand Prix,2023,29.330128205128204,42.32051282051282,1000.5615384615385,0.0,42.92820512820513,179.26923076923077,1.13974358974359,14.0
Japanese Grand Prix,2018,28.264814814814812,50.51574074074074,1008.1925925925926,0.0,37.17037037037037,315.962962962963,1.7916666666666667,17.0
Japanese Grand Prix,2019,21.61935483870968,57.47822580645161,1009.1419354838711,0.0,32.18387096774194,286.991935483871,5.468548387096774,17.0
Japanese Grand Prix,2022,16.71764705882353,86.21176470588236,1015.706274509804,0.9803921568627451,19.930588235294117,269.38039215686274,2.04078431372549,18.0
Japanese Grand Prix,2023,27.28860759493671,42.31645569620253,1012.9335443037975,0.0,42.070253164556966,121.50632911392405,1.8297468354430382,16.0
Japanese Grand Prix,2024,21.691160220994476,43.430939226519335,1012.3723756906077,0.0,37.50110497237569,185.6685082872928,2.2408839779005527,4.0
Las Vegas Grand Prix,2023,18.05,47.361111111111114,939.7814814814815,0.0,17.994444444444444,220.33333333333334,2.300925925925926,21.0
Mexican Grand Prix,2018,20.1231884057971,50.70942028985507,784.1927536231884,0.0,34.47028985507246,242.97101449275362,1.5594202898550724,19.0
Mexican Grand Prix,2019,23.203030303030303,46.28787878787879,780.5090909090909,0.0,41.63333333333333,150.46969696969697,1.3265151515151514,18.0
Mexico City Grand Prix,2021,21.20670731707317,31.2109756097561,784.2134146341464,0.0,47.579268292682926,190.22560975609755,0.36646341463414633,18.0
Mexico City Grand Prix,2022,24.312727272727273,34.442424242424245,780.4072727272727,0.0,41.68909090909091,197.79393939393938,1.336969696969697,20.0
Mexico City Grand Prix,2023,25.54736842105263,23.55263157894737,779.5205263157894,0.0,45.63947368421053,247.68421052631578,1.4900000000000002,19.0
Miami Grand Prix,2022,30.617283950617285,58.858024691358025,1009.3049382716049,0.05555555555555555,42.81975308641975,174.38888888888889,2.267283950617284,5.0
Miami Grand Prix,2023,27.11741935483871,59.42580645161291,1018.3787096774195,0.0,36.689032258064515,135.54193548387096,3.970322580645161,5.0
Miami Grand Prix,2024,28.522000000000002,59.00666666666667,1016.4626666666667,0.0,44.664,152.64,3.0806666666666667,6.0
Monaco Grand Prix,2018,26.64070796460177,50.8929203539823,1015.2106194690266,0.12389380530973451,34.60973451327434,182.50442477876106,1.382300884955752,6.0
Monaco Grand Prix,2019,22.754676258992806,52.697841726618705,1010.9107913669066,0.6258992805755396,32.72949640287769,130.84172661870502,0.9035971223021583,6.0
Monaco Grand Prix,2021,20.76074074074074,61.42444444444444,1015.5711111111111,0.0,37.595555555555556,202.0814814814815,0.3162962962962963,5.0
Monaco Grand Prix,2022,22.27469387755102,75.66530612244898,1002.9922448979592,0.43673469387755104,31.038367346938774,206.38367346938776,0.990204081632653,7.0
Monaco Grand Prix,2023,25.06590909090909,45.86363636363637,1013.3596590909091,0.14772727272727273,39.25568181818182,143.01136363636363,1.0056818181818181,6.0
Monaco Grand Prix,2024,21.596500000000002,63.99,1018.7435,0.0,46.318000000000005,160.895,0.9795,8.0
Portuguese Grand Prix,2020,20.50546875,67.528125,1007.340625,0.0,25.715625,133.4921875,4.040625,12.0
Portuguese Grand Prix,2021,19.392537313432836,39.40373134328358,1004.8134328358209,0.0,38.950746268656715,140.17164179104478,0.8373134328358209,3.0
Qatar Grand Prix,2021,26.415131578947367,75.54013157894737,1012.3072368421053,0.019736842105263157,30.60328947368421,114.90789473684211,0.42302631578947364,20.0
Qatar Grand Prix,2023,31.46289308176101,73.15723270440252,1009.7748427672957,0.0,36.93207547169811,203.58490566037736,0.889937106918239,17.0
Russian Grand Prix,2018,24.778181818181817,61.308181818181815,1016.5336363636363,0.01818181818181818,29.945454545454545,129.11818181818182,1.997272727272727,16.0
Russian Grand Prix,2019,22.029770992366412,67.41526717557251,1016.7824427480916,0.007633587786259542,34.33206106870229,255.18320610687022,1.8740458015267176,16.0
Russian Grand Prix,2020,28.80606060606061,51.362878787878785,1012.8787878787879,0.0,40.342424242424244,229.58333333333334,1.4287878787878787,10.0
Russian Grand Prix,2021,19.13860759493671,61.947468354430384,1023.131012658228,0.10126582278481013,21.756962025316454,142.9367088607595,0.29050632911392404,15.0
Sakhir Grand Prix,2020,20.94724409448819,58.169291338582674,1015.9417322834646,0.0,23.469291338582675,122.75590551181102,1.948031496062992,15.0
Saudi Arabian Grand Prix,2021,28.816062176165804,76.20310880829015,1013.7974093264248,0.0,31.68497409326425,132.67875647668393,0.27150259067357513,21.0
Saudi Arabian Grand Prix,2022,25.420394736842105,59.66447368421053,1012.7776315789474,0.0,28.40921052631579,304.50657894736844,2.3592105263157896,2.0
Saudi Arabian Grand Prix,2023,26.09189189189189,57.79054054054054,1010.9297297297297,0.0,31.79256756756757,271.1621621621622,1.7722972972972975,2.0
Saudi Arabian Grand Prix,2024,25.528082191780822,62.33561643835616,1012.6828767123288,0.0,31.59315068493151,129.14383561643837,1.3027397260273972,2.0
Singapore Grand Prix,2018,29.865413533834587,66.03609022556391,1007.8112781954886,0.0,33.12406015037594,177.57142857142858,1.9789473684210526,15.0
Singapore Grand Prix,2019,29.965161290322584,66.45548387096774,1010.941935483871,0.0,35.75290322580645,166.88387096774193,1.8574193548387095,15.0
Singapore Grand Prix,2022,26.232549019607845,87.44705882352942,1008.1439215686275,0.1803921568627451,28.973333333333333,108.93333333333334,0.9298039215686275,17.0
Singapore Grand Prix,2023,29.844318181818185,72.0284090909091,1008.9784090909092,0.0,36.42215909090909,169.2840909090909,1.4159090909090908,15.0
Spanish Grand Prix,2018,16.05047619047619,52.28666666666667,1001.5419047619047,0.7904761904761904,32.33904761904762,98.6952380952381,1.9523809523809523,5.0
Spanish Grand Prix,2019,20.147727272727273,54.724242424242426,1006.7916666666666,0.0,40.72727272727273,153.82575757575756,1.9295454545454545,5.0
Spanish Grand Prix,2020,29.796899224806204,56.38449612403101,997.7038759689923,0.0,47.55581395348837,167.93023255813952,1.5449612403100776,6.0
Spanish Grand Prix,2021,22.203076923076924,57.55307692307692,993.5746153846154,0.0,32.92230769230769,74.56923076923077,0.4576923076923077,4.0
Spanish Grand Prix,2022,36.56585365853659,7.109756097560975,996.0158536585366,0.0,48.957317073170735,176.82926829268294,3.488414634146342,6.0
Spanish Grand Prix,2023,22.674025974025977,63.077922077922075,1001.0909090909091,0.0,33.83896103896104,132.64285714285714,1.8694805194805197,7.0
Spanish Grand Prix,2024,24.132467532467533,63.44155844155844,1001.3564935064935,0.006493506493506494,41.0961038961039,207.37012987012986,2.1233766233766236,10.0
Styrian Grand Prix,2020,20.822499999999998,34.005,945.91,0.016666666666666666,39.919999999999995,106.50833333333334,2.228333333333333,1.0
Styrian Grand Prix,2021,26.69237288135593,33.246610169491525,938.4771186440678,0.0,52.35254237288136,138.05084745762713,0.3677966101694915,8.0
São Paulo Grand Prix,2021,23.1373417721519,60.10126582278481,926.9303797468355,0.0,51.56139240506329,175.36708860759492,0.39177215189873416,19.0
São Paulo Grand Prix,2022,23.010778443113775,76.07784431137725,922.1604790419161,0.0,46.049101796407186,161.4431137724551,1.444311377245509,21.0
São Paulo Grand Prix,2023,20.460109289617485,58.17486338797814,927.9005464480873,0.00546448087431694,46.775956284153004,184.1584699453552,1.3092896174863389,20.0
Turkish Grand Prix,2020,13.09568345323741,80.16115107913669,1008.4964028776978,0.04316546762589928,15.205755395683452,215.14388489208633,1.0661870503597122,14.0
Turkish Grand Prix,2021,15.82547770700637,93.5248407643312,1006.4101910828025,0.0,18.180891719745222,111.12101910828025,0.4866242038216561,16.0
Tuscan Grand Prix,2020,30.169886363636362,39.94431818181818,993.6153409090911,0.0,43.10227272727273,126.26136363636364,2.3647727272727272,9.0
United States Grand Prix,2018,21.933587786259544,37.555725190839695,1005.9,0.0,30.486259541984733,130.1908396946565,2.0908396946564882,18.0
United States Grand Prix,2019,21.475572519083972,29.242748091603055,1001.4763358778625,0.0,29.081679389312974,183.5267175572519,2.553435114503817,19.0
United States Grand Prix,2021,28.148447204968942,61.192546583850934,992.1298136645962,0.0,37.47080745341615,106.71428571428571,0.8540372670807453,17.0
United States Grand Prix,2022,29.28529411764706,49.62352941176471,991.1994117647058,0.0,35.523529411764706,107.73529411764706,5.487058823529411,19.0
United States Grand Prix,2023,29.96011904761905,41.910714285714285,993.7309523809523,0.0,40.62857142857143,107.89285714285714,3.314285714285714,18.0
